id,order_id,placed_at,merchant_id,sku_id,top_cat_id,sub_cat_id,qty,price
1125,239,2021-05-20 08:39:59.757,168,531,4.0,24.0,1,75000.0
1126,239,2021-05-20 08:39:59.757,168,505,30.0,5.0,1,91000.0
1127,239,2021-05-20 08:39:59.757,168,316,30.0,5.0,2,55500.0
1128,239,2021-05-20 08:39:59.757,168,428,9.0,48.0,2,46000.0
1129,239,2021-05-20 08:39:59.757,168,553,,,1,43000.0
1130,239,2021-05-20 08:39:59.757,168,554,14.0,37.0,1,86000.0
1131,239,2021-05-20 08:39:59.757,168,291,14.0,37.0,1,161000.0
1132,239,2021-05-20 08:39:59.757,168,304,15.0,53.0,1,128000.0
1133,239,2021-05-20 08:39:59.757,168,305,15.0,53.0,1,131000.0
1134,239,2021-05-20 08:39:59.757,168,396,34.0,94.0,1,134000.0
1135,239,2021-05-20 08:39:59.757,168,354,29.0,19.0,1,94000.0
1136,239,2021-05-20 08:39:59.757,168,206,1.0,13.0,3,47000.0
1137,239,2021-05-20 08:39:59.757,168,230,29.0,79.0,2,51000.0
1138,239,2021-05-20 08:39:59.757,168,231,29.0,79.0,1,52500.0
1139,239,2021-05-20 08:39:59.757,168,314,30.0,5.0,3,35500.0
1140,239,2021-05-20 08:39:59.757,168,402,28.0,70.0,3,45500.0
1141,239,2021-05-20 08:39:59.757,168,545,4.0,24.0,1,555000.0
1142,239,2021-05-20 08:39:59.757,168,424,3.0,105.0,3,147500.0
1143,239,2021-05-20 08:39:59.757,168,457,12.0,30.0,10,28000.0
1144,239,2021-05-20 08:39:59.757,168,213,4.0,8.0,10,21000.0
1145,239,2021-05-20 08:39:59.757,168,469,14.0,37.0,5,118500.0
1146,239,2021-05-20 08:39:59.757,168,281,14.0,37.0,1,118000.0
1286,297,2021-05-24 11:36:45.708,318,429,3.0,105.0,3,0.0
1287,297,2021-05-24 11:36:45.708,318,424,3.0,105.0,3,0.0
1288,298,2021-05-24 11:40:06.796,223,508,15.0,1.0,2,0.0
1289,298,2021-05-24 11:40:06.796,223,340,12.0,1.0,5,0.0
1290,298,2021-05-24 11:40:06.796,223,300,15.0,37.0,5,0.0
1323,305,2021-05-24 13:17:39.459,320,552,9.0,93.0,1,0.0
1324,305,2021-05-24 13:17:39.459,320,252,9.0,48.0,1,0.0
1325,305,2021-05-24 13:17:39.459,320,256,9.0,48.0,1,0.0
1617,321,2021-06-04 08:12:10.288,168,545,4.0,24.0,500,555000.0
2012,344,2021-06-15 09:57:31.177,349,300,15.0,37.0,5,19200.0
2013,344,2021-06-15 09:57:31.177,349,340,12.0,1.0,5,18500.0
2014,344,2021-06-15 09:57:31.177,349,512,4.0,3.0,5,0.0
2015,344,2021-06-15 09:57:31.177,349,443,4.0,10.0,2,0.0
2016,344,2021-06-15 09:57:31.177,349,248,14.0,37.0,1,537500.0
2017,344,2021-06-15 09:57:31.177,349,45,4.0,57.0,4,0.0
2018,344,2021-06-15 09:57:31.177,349,337,28.0,72.0,1,131000.0
2019,344,2021-06-15 09:57:31.177,349,261,4.0,57.0,2,158000.0
2020,344,2021-06-15 09:57:31.177,349,367,4.0,4.0,1,0.0
2021,344,2021-06-15 09:57:31.177,349,463,4.0,22.0,4,35000.0
2022,344,2021-06-15 09:57:31.177,349,238,4.0,22.0,15,1800.0
2023,344,2021-06-15 09:57:31.177,349,77,4.0,3.0,1,0.0
2024,344,2021-06-15 09:57:31.177,349,481,16.0,37.0,1,83500.0
2025,344,2021-06-15 09:57:31.177,349,567,16.0,37.0,1,0.0
2026,344,2021-06-15 09:57:31.177,349,152,12.0,16.0,2,96000.0
2027,344,2021-06-15 09:57:31.177,349,247,4.0,24.0,2,56000.0
2028,344,2021-06-15 09:57:31.177,349,10,9.0,48.0,2,96000.0
2029,344,2021-06-15 09:57:31.177,349,233,16.0,87.0,1,0.0
2030,344,2021-06-15 09:57:31.177,349,287,14.0,37.0,2,83500.0
2031,344,2021-06-15 09:57:31.177,349,556,15.0,97.0,3,52500.0
2032,344,2021-06-15 09:57:31.177,349,114,25.0,106.0,1,121000.0
2033,344,2021-06-15 09:57:31.177,349,27,1.0,13.0,6,37500.0
2034,344,2021-06-15 09:57:31.177,349,213,4.0,8.0,20,18250.0
2035,344,2021-06-15 09:57:31.177,349,81,11.0,101.0,30,0.0
2036,344,2021-06-15 09:57:31.177,349,593,4.0,57.0,4,150000.0
2037,344,2021-06-15 09:57:31.177,349,594,9.0,101.0,2,336000.0
2179,356,2021-06-17 10:27:52.447,349,768,14.0,37.0,1,85000.0
2180,356,2021-06-17 10:27:52.447,349,764,14.0,37.0,1,86000.0
2181,356,2021-06-17 10:27:52.447,349,951,3.0,102.0,3,111500.0
2182,356,2021-06-17 10:27:52.447,349,899,4.0,31.0,4,74000.0
2183,356,2021-06-17 10:27:52.447,349,288,14.0,37.0,4,166500.0
2184,356,2021-06-17 10:27:52.447,349,5,14.0,37.0,4,238500.0
2185,356,2021-06-17 10:27:52.447,349,770,14.0,37.0,5,192500.0
2186,356,2021-06-17 10:27:52.447,349,469,14.0,37.0,8,118500.0
2187,356,2021-06-17 10:27:52.447,349,829,15.0,97.0,5,0.0
2188,356,2021-06-17 10:27:52.447,349,566,15.0,53.0,5,17750.0
2189,356,2021-06-17 10:27:52.447,349,512,4.0,3.0,5,72000.0
2190,356,2021-06-17 10:27:52.447,349,910,9.0,48.0,2,86500.0
2191,356,2021-06-17 10:27:52.447,349,915,9.0,48.0,4,86500.0
2192,356,2021-06-17 10:27:52.447,349,709,9.0,48.0,4,90500.0
2193,356,2021-06-17 10:27:52.447,349,704,9.0,48.0,3,95500.0
2194,356,2021-06-17 10:27:52.447,349,888,9.0,48.0,3,89500.0
2195,356,2021-06-17 10:27:52.447,349,428,9.0,48.0,2,46000.0
2196,356,2021-06-17 10:27:52.447,349,973,9.0,48.0,2,43000.0
2197,356,2021-06-17 10:27:52.447,349,810,9.0,48.0,2,0.0
2198,356,2021-06-17 10:27:52.447,349,675,16.0,87.0,1,0.0
2199,356,2021-06-17 10:27:52.447,349,679,16.0,87.0,1,181500.0
2200,356,2021-06-17 10:27:52.447,349,734,12.0,30.0,50,23250.0
2201,356,2021-06-17 10:27:52.447,349,672,21.0,88.0,1,86400.0
2202,356,2021-06-17 10:27:52.447,349,14,9.0,48.0,1,90500.0
2203,356,2021-06-17 10:27:52.447,349,443,4.0,10.0,3,0.0
2204,356,2021-06-17 10:27:52.447,349,544,4.0,4.0,5,47000.0
2205,356,2021-06-17 10:27:52.447,349,877,4.0,4.0,1,0.0
2206,356,2021-06-17 10:27:52.447,349,582,4.0,3.0,1,112500.0
2207,356,2021-06-17 10:27:52.447,349,962,3.0,105.0,10,147000.0
2208,356,2021-06-17 10:27:52.447,349,744,12.0,36.0,1,73000.0
2209,356,2021-06-17 10:27:52.447,349,949,12.0,30.0,2,330000.0
2210,356,2021-06-17 10:27:52.447,349,758,14.0,37.0,1,0.0
2211,356,2021-06-17 10:27:52.447,349,757,14.0,37.0,1,0.0
2212,356,2021-06-17 10:27:52.447,349,635,3.0,10.0,15,24000.0
2489,381,2021-06-21 13:58:02.940,349,566,15.0,53.0,1,17500.0
2490,381,2021-06-21 13:58:02.940,349,481,16.0,37.0,1,84500.0
2491,381,2021-06-21 13:58:02.940,349,381,9.0,48.0,1,184000.0
2492,381,2021-06-21 13:58:02.940,349,233,16.0,87.0,1,181500.0
2493,381,2021-06-21 13:58:02.940,349,330,9.0,48.0,1,102000.0
2494,381,2021-06-21 13:58:02.940,349,375,4.0,31.0,1,204500.0
2495,381,2021-06-21 13:58:02.940,349,568,30.0,5.0,10,35500.0
2496,381,2021-06-21 13:58:02.940,349,325,9.0,48.0,2,36000.0
2497,381,2021-06-21 13:58:02.940,349,147,9.0,92.0,2,111000.0
2498,381,2021-06-21 13:58:02.940,349,151,12.0,42.0,3,96000.0
2499,381,2021-06-21 13:58:02.940,349,354,29.0,19.0,2,94000.0
2500,381,2021-06-21 13:58:02.940,349,513,9.0,48.0,3,92000.0
2501,381,2021-06-21 13:58:02.940,349,49,15.0,53.0,3,0.0
2502,381,2021-06-21 13:58:02.940,349,81,11.0,101.0,30,0.0
2503,381,2021-06-21 13:58:02.940,349,507,32.0,5.0,1,122500.0
2504,381,2021-06-21 13:58:02.940,349,563,19.0,77.0,1,158000.0
2505,381,2021-06-21 13:58:02.940,349,276,12.0,36.0,5,35000.0
2506,381,2021-06-21 13:58:02.940,349,461,4.0,57.0,16,0.0
2507,381,2021-06-21 13:58:02.940,349,259,4.0,57.0,4,0.0
2508,381,2021-06-21 13:58:02.940,349,333,15.0,94.0,10,27500.0
2509,381,2021-06-21 13:58:02.940,349,949,12.0,30.0,2,322500.0
2541,369,2021-06-22 12:21:53.520,398,951,3.0,102.0,2,111500.0
2542,369,2021-06-22 12:21:53.520,398,1020,14.0,37.0,1,106000.0
2545,369,2021-06-22 12:21:53.520,398,714,29.0,19.0,1,107000.0
2585,390,2021-06-22 20:52:27.222,185,824,4.0,57.0,32,12150.0
2587,390,2021-06-22 20:52:27.222,185,827,28.0,72.0,1,131000.0
2591,390,2021-06-22 20:52:27.222,185,596,4.0,3.0,1,73000.0
2597,390,2021-06-22 20:52:27.222,185,687,4.0,22.0,3,15000.0
2598,390,2021-06-22 20:52:27.222,185,686,4.0,22.0,3,35000.0
2604,390,2021-06-22 20:52:27.222,185,865,12.0,16.0,2,96000.0
2608,390,2021-06-22 20:52:27.222,185,755,14.0,37.0,1,118000.0
2947,411,2021-06-25 00:01:29.306,134,869,4.0,31.0,5,207000.0
2948,411,2021-06-25 00:01:29.306,134,734,12.0,30.0,50,24500.0
2949,411,2021-06-25 00:01:29.306,134,1032,4.0,4.0,1,465000.0
2950,411,2021-06-25 00:01:29.306,134,973,9.0,48.0,5,43000.0
2951,411,2021-06-25 00:01:29.306,134,972,9.0,48.0,10,46000.0
2952,411,2021-06-25 00:01:29.306,134,732,12.0,30.0,50,10500.0
2953,411,2021-06-25 00:01:29.306,134,739,12.0,31.0,25,34000.0
2954,411,2021-06-25 00:01:29.306,134,709,9.0,48.0,50,90500.0
2955,412,2021-06-25 00:08:45.627,134,870,4.0,31.0,3,184000.0
2956,412,2021-06-25 00:08:45.627,134,615,1.0,13.0,6,44000.0
2957,412,2021-06-25 00:08:45.627,134,756,16.0,37.0,5,129000.0
2958,412,2021-06-25 00:08:45.627,134,762,14.0,37.0,3,83500.0
2959,412,2021-06-25 00:08:45.627,134,761,14.0,37.0,10,118500.0
2960,412,2021-06-25 00:08:45.627,134,916,25.0,31.0,1,216000.0
2961,412,2021-06-25 00:08:45.627,134,971,16.0,97.0,1,178000.0
2962,412,2021-06-25 00:08:45.627,134,614,18.0,95.0,1,210000.0
2963,412,2021-06-25 00:08:45.627,134,734,12.0,30.0,50,22000.0
2964,412,2021-06-25 00:08:45.627,134,714,29.0,19.0,3,107000.0
2965,412,2021-06-25 00:08:45.627,134,745,12.0,36.0,10,35000.0
2966,412,2021-06-25 00:08:45.627,134,1039,16.0,53.0,1,223000.0
2967,412,2021-06-25 00:08:45.627,134,987,4.0,3.0,1,64500.0
2968,412,2021-06-25 00:08:45.627,134,1035,16.0,53.0,1,223000.0
2969,412,2021-06-25 00:08:45.627,134,1037,16.0,53.0,1,223000.0
2970,412,2021-06-25 00:08:45.627,134,1036,12.0,53.0,1,223000.0
2971,412,2021-06-25 00:08:45.627,134,704,9.0,48.0,15,95500.0
2972,412,2021-06-25 00:08:45.627,134,619,16.0,32.0,5,125000.0
2973,412,2021-06-25 00:08:45.627,134,767,14.0,37.0,1,277000.0
2974,412,2021-06-25 00:08:45.627,134,759,15.0,37.0,2,238500.0
2975,412,2021-06-25 00:08:45.627,134,684,4.0,22.0,30,34000.0
2976,412,2021-06-25 00:08:45.627,134,919,34.0,94.0,2,132500.0
2977,412,2021-06-25 00:08:45.627,134,923,34.0,94.0,5,132500.0
2978,412,2021-06-25 00:08:45.627,134,970,15.0,97.0,10,52500.0
2979,412,2021-06-25 00:08:45.627,134,616,1.0,13.0,15,41500.0
3051,417,2021-06-25 00:43:08.986,134,962,3.0,105.0,15,150000.0
3052,417,2021-06-25 00:43:08.986,134,958,3.0,102.0,50,180500.0
3053,417,2021-06-25 00:43:08.986,134,687,4.0,22.0,5,15000.0
3159,425,2021-06-25 11:30:56.166,185,865,12.0,16.0,3,96000.0
3160,425,2021-06-25 11:30:56.166,185,686,4.0,22.0,3,35000.0
3162,425,2021-06-25 11:30:56.166,185,923,34.0,94.0,1,132500.0
3163,425,2021-06-25 11:30:56.166,185,600,4.0,4.0,1,112000.0
3356,431,2021-06-25 15:21:54.917,134,961,3.0,105.0,8,153000.0
3357,431,2021-06-25 15:21:54.917,134,962,3.0,105.0,4,150000.0
3358,431,2021-06-25 15:21:54.917,134,809,9.0,48.0,20,12000.0
3359,431,2021-06-25 15:21:54.917,134,795,19.0,77.0,3,183000.0
3360,431,2021-06-25 15:21:54.917,134,794,19.0,77.0,3,183000.0
3361,431,2021-06-25 15:21:54.917,134,944,19.0,77.0,2,125000.0
3362,431,2021-06-25 15:21:54.917,134,943,19.0,77.0,3,158000.0
3363,431,2021-06-25 15:21:54.917,134,942,19.0,77.0,3,158000.0
3364,431,2021-06-25 15:21:54.917,134,870,4.0,31.0,4,184000.0
3365,431,2021-06-25 15:21:54.917,134,871,4.0,31.0,4,151000.0
3366,431,2021-06-25 15:21:54.917,134,821,9.0,48.0,20,11000.0
3367,431,2021-06-25 15:21:54.917,134,924,34.0,94.0,2,455000.0
3368,431,2021-06-25 15:21:54.917,134,854,15.0,30.0,2,169000.0
3369,431,2021-06-25 15:21:54.917,134,1032,4.0,4.0,2,13500.0
3370,431,2021-06-25 15:21:54.917,134,1031,4.0,4.0,2,16500.0
3371,431,2021-06-25 15:21:54.917,134,787,12.0,46.0,2,153000.0
3372,431,2021-06-25 15:21:54.917,134,788,12.0,46.0,2,153000.0
3373,431,2021-06-25 15:21:54.917,134,784,12.0,46.0,5,133000.0
3374,431,2021-06-25 15:21:54.917,134,632,4.0,8.0,80,18500.0
3422,434,2021-06-25 15:37:06.159,134,962,3.0,105.0,20,150000.0
3423,434,2021-06-25 15:37:06.159,134,692,4.0,24.0,10,262000.0
3424,434,2021-06-25 15:37:06.159,134,784,12.0,46.0,5,133000.0
3425,434,2021-06-25 15:37:06.159,134,619,16.0,32.0,10,125000.0
3426,434,2021-06-25 15:37:06.159,134,704,9.0,48.0,30,95500.0
3427,434,2021-06-25 15:37:06.159,134,963,3.0,105.0,10,173000.0
3428,435,2021-06-25 15:43:51.317,10,754,4.0,31.0,10,22000.0
3429,435,2021-06-25 15:43:51.317,10,734,12.0,30.0,150,24500.0
3430,435,2021-06-25 15:43:51.317,10,962,3.0,105.0,50,150000.0
3431,435,2021-06-25 15:43:51.317,10,875,3.0,80.0,50,177500.0
3432,435,2021-06-25 15:43:51.317,10,728,12.0,30.0,50,18750.0
3594,371,2021-06-26 13:18:10.777,352,696,4.0,24.0,5,540000.0
3595,371,2021-06-26 13:18:10.777,352,961,3.0,105.0,10,153000.0
3596,371,2021-06-26 13:18:10.777,352,734,12.0,30.0,50,22000.0
3597,371,2021-06-26 13:18:10.777,352,785,12.0,46.0,10,123500.0
3598,371,2021-06-26 13:18:10.777,352,797,19.0,77.0,2,230000.0
3599,371,2021-06-26 13:18:10.777,352,777,15.0,53.0,3,128000.0
3600,371,2021-06-26 13:18:10.777,352,664,16.0,94.0,1,443500.0
3601,371,2021-06-26 13:18:10.777,352,817,9.0,48.0,5,98500.0
3602,371,2021-06-26 13:18:10.777,352,951,3.0,102.0,5,111500.0
3603,371,2021-06-26 13:18:10.777,352,952,3.0,102.0,5,199000.0
3605,371,2021-06-26 13:18:10.777,352,892,4.0,31.0,1,410000.0
3606,371,2021-06-26 13:18:10.777,352,650,8.0,87.0,1,167000.0
3607,371,2021-06-26 13:18:10.777,352,765,14.0,37.0,2,161000.0
3608,371,2021-06-26 13:18:10.777,352,768,14.0,37.0,2,85000.0
3633,384,2021-06-26 16:06:06.061,414,696,4.0,24.0,10,540000.0
3634,384,2021-06-26 16:06:06.061,414,874,3.0,80.0,50,175000.0
4354,490,2021-06-29 09:55:16.498,398,951,3.0,102.0,3,111500.0
4355,490,2021-06-29 09:55:16.498,398,1170,3.0,80.0,1,225000.0
4356,488,2021-06-29 10:14:55.786,349,461,4.0,57.0,32,12600.0
4357,488,2021-06-29 10:14:55.786,349,949,12.0,30.0,2,322500.0
4358,488,2021-06-29 10:14:55.786,349,895,4.0,31.0,1,204500.0
4359,488,2021-06-29 10:14:55.786,349,898,4.0,31.0,1,332000.0
4360,488,2021-06-29 10:14:55.786,349,1182,4.0,57.0,3,150000.0
4361,488,2021-06-29 10:14:55.786,349,858,4.0,57.0,2,143000.0
4362,488,2021-06-29 10:14:55.786,349,856,4.0,57.0,2,161500.0
4363,488,2021-06-29 10:14:55.786,349,715,4.0,57.0,2,160000.0
4364,488,2021-06-29 10:14:55.786,349,890,35.0,98.0,1,218000.0
4365,488,2021-06-29 10:14:55.786,349,772,4.0,31.0,1,341000.0
4366,488,2021-06-29 10:14:55.786,349,677,16.0,87.0,1,181500.0
4367,488,2021-06-29 10:14:55.786,349,915,9.0,48.0,2,86500.0
4368,488,2021-06-29 10:14:55.786,349,972,9.0,48.0,2,0.0
4369,488,2021-06-29 10:14:55.786,349,989,12.0,97.0,1,82500.0
4370,488,2021-06-29 10:14:55.786,349,838,21.0,88.0,1,362500.0
4371,488,2021-06-29 10:14:55.786,349,800,4.0,31.0,1,264500.0
4372,488,2021-06-29 10:14:55.786,349,803,4.0,31.0,1,264500.0
4373,488,2021-06-29 10:14:55.786,349,965,25.0,106.0,1,0.0
4374,488,2021-06-29 10:14:55.786,349,696,4.0,24.0,1,540000.0
4375,488,2021-06-29 10:14:55.786,349,686,4.0,22.0,5,35000.0
4376,488,2021-06-29 10:14:55.786,349,481,16.0,37.0,1,83500.0
4377,488,2021-06-29 10:14:55.786,349,763,14.0,37.0,3,166500.0
4378,488,2021-06-29 10:14:55.786,349,44,15.0,53.0,1,0.0
4653,498,2021-06-29 12:55:02.476,105,945,19.0,77.0,2,197000.0
4654,498,2021-06-29 12:55:02.476,105,944,19.0,77.0,2,125000.0
4655,498,2021-06-29 12:55:02.476,105,943,19.0,77.0,2,158000.0
4656,498,2021-06-29 12:55:02.476,105,942,19.0,77.0,4,158000.0
4657,498,2021-06-29 12:55:02.476,105,809,9.0,48.0,25,12000.0
4658,498,2021-06-29 12:55:02.476,105,777,15.0,53.0,3,128000.0
4659,498,2021-06-29 12:55:02.476,105,747,12.0,36.0,5,83000.0
4660,498,2021-06-29 12:55:02.476,105,774,4.0,31.0,25,85000.0
4661,498,2021-06-29 12:55:02.476,105,924,34.0,94.0,2,455000.0
4662,498,2021-06-29 12:55:02.476,105,658,4.0,17.0,5,24500.0
4663,498,2021-06-29 12:55:02.476,105,770,14.0,37.0,5,192500.0
4664,498,2021-06-29 12:55:02.476,105,632,4.0,8.0,80,18500.0
4665,498,2021-06-29 12:55:02.476,105,1032,4.0,4.0,20,46500.0
4666,498,2021-06-29 12:55:02.476,105,1031,4.0,4.0,30,38000.0
4667,499,2021-06-29 12:56:44.099,105,875,3.0,80.0,7,176500.0
4668,499,2021-06-29 12:56:44.099,105,696,4.0,24.0,10,540000.0
4669,499,2021-06-29 12:56:44.099,105,872,4.0,31.0,3,207000.0
4670,499,2021-06-29 12:56:44.099,105,869,4.0,31.0,4,207000.0
4671,499,2021-06-29 12:56:44.099,105,951,3.0,102.0,5,111500.0
4672,499,2021-06-29 12:56:44.099,105,673,12.0,20.0,5,235000.0
4673,499,2021-06-29 12:56:44.099,105,692,4.0,24.0,1,257500.0
4674,499,2021-06-29 12:56:44.099,105,962,3.0,105.0,13,150000.0
4805,506,2021-06-29 14:04:16.247,105,826,15.0,53.0,50,36500.0
4806,506,2021-06-29 14:04:16.247,105,929,9.0,93.0,30,84000.0
4807,506,2021-06-29 14:04:16.247,105,972,9.0,48.0,20,46000.0
4808,506,2021-06-29 14:04:16.247,105,973,9.0,48.0,30,43000.0
4809,506,2021-06-29 14:04:16.247,105,734,12.0,30.0,250,22000.0
4883,513,2021-06-29 21:34:23.986,134,703,9.0,49.0,2,95500.0
4884,513,2021-06-29 21:34:23.986,134,702,9.0,48.0,60,90500.0
4885,513,2021-06-29 21:34:23.986,134,1049,9.0,48.0,23,96000.0
4886,513,2021-06-29 21:34:23.986,134,701,9.0,48.0,3,96000.0
4887,513,2021-06-29 21:34:23.986,134,699,4.0,4.0,13,111000.0
4888,513,2021-06-29 21:34:23.986,134,697,4.0,24.0,80,54000.0
4889,513,2021-06-29 21:34:23.986,134,696,4.0,24.0,83,540000.0
4890,513,2021-06-29 21:34:23.986,134,692,4.0,24.0,1,257500.0
4891,513,2021-06-29 21:34:23.986,134,691,4.0,24.0,20,106000.0
4892,513,2021-06-29 21:34:23.986,134,1005,4.0,24.0,81,73500.0
4893,513,2021-06-29 21:34:23.986,134,1185,4.0,24.0,11,75000.0
4894,513,2021-06-29 21:34:23.986,134,690,4.0,24.0,11,108000.0
4895,513,2021-06-29 21:34:23.986,134,687,4.0,22.0,253,15000.0
4896,513,2021-06-29 21:34:23.986,134,686,4.0,22.0,46,35000.0
4897,513,2021-06-29 21:34:23.986,134,685,27.0,22.0,2,17500.0
4898,513,2021-06-29 21:34:23.986,134,683,4.0,22.0,145,1800.0
4899,513,2021-06-29 21:34:23.986,134,680,15.0,91.0,82,41500.0
4900,513,2021-06-29 21:34:23.986,134,677,16.0,87.0,1,181500.0
4901,513,2021-06-29 21:34:23.986,134,675,16.0,87.0,3,181500.0
4902,513,2021-06-29 21:34:23.986,134,673,12.0,20.0,6,235000.0
4903,513,2021-06-29 21:34:23.986,134,672,21.0,88.0,2,86400.0
4904,513,2021-06-29 21:34:23.986,134,670,29.0,79.0,33,51000.0
4905,513,2021-06-29 21:34:23.986,134,669,29.0,79.0,11,47500.0
4906,513,2021-06-29 21:34:23.986,134,668,25.0,72.0,3,265000.0
4907,513,2021-06-29 21:34:23.986,134,665,15.0,23.0,180,12500.0
4908,513,2021-06-29 21:34:23.986,134,662,29.0,19.0,3,98000.0
4909,513,2021-06-29 21:34:23.986,134,660,29.0,19.0,6,56000.0
4910,513,2021-06-29 21:34:23.986,134,658,4.0,17.0,21,24500.0
4911,513,2021-06-29 21:34:23.986,134,656,15.0,91.0,51,41500.0
4912,513,2021-06-29 21:34:23.986,134,650,8.0,87.0,1,165000.0
4913,513,2021-06-29 21:34:23.986,134,648,4.0,3.0,2,62000.0
4914,513,2021-06-29 21:34:23.986,134,646,4.0,31.0,8,120000.0
4915,513,2021-06-29 21:34:23.986,134,642,4.0,4.0,2,184500.0
4916,513,2021-06-29 21:34:23.986,134,637,16.0,85.0,3,130000.0
4917,513,2021-06-29 21:34:23.986,134,634,3.0,10.0,295,13000.0
4918,513,2021-06-29 21:34:23.986,134,631,4.0,8.0,4,20500.0
4919,513,2021-06-29 21:34:23.986,134,632,4.0,8.0,2164,18500.0
4920,513,2021-06-29 21:34:23.986,134,630,4.0,8.0,20,15000.0
4921,513,2021-06-29 21:34:23.986,134,628,4.0,3.0,5,228000.0
4922,513,2021-06-29 21:34:23.986,134,626,4.0,3.0,19,113000.0
4923,513,2021-06-29 21:34:23.986,134,619,16.0,32.0,20,125000.0
4924,513,2021-06-29 21:34:23.986,134,618,27.0,78.0,2,23000.0
4925,513,2021-06-29 21:34:23.986,134,616,1.0,13.0,88,39000.0
4926,513,2021-06-29 21:34:23.986,134,615,1.0,13.0,76,44000.0
4927,513,2021-06-29 21:34:23.986,134,1031,4.0,4.0,270,38000.0
4928,513,2021-06-29 21:34:23.986,134,1032,4.0,4.0,10,46500.0
4929,513,2021-06-29 21:34:23.986,134,608,16.0,52.0,13,120000.0
4930,513,2021-06-29 21:34:23.986,134,606,4.0,104.0,24,210000.0
4931,513,2021-06-29 21:34:23.986,134,601,4.0,4.0,1,128000.0
4932,513,2021-06-29 21:34:23.986,134,600,4.0,4.0,7,112000.0
4933,513,2021-06-29 21:34:23.986,134,599,4.0,4.0,8,178500.0
4934,513,2021-06-29 21:34:23.986,134,598,32.0,3.0,2,112500.0
